"tweet_text","topic"
"@SouthwestAir used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. _Ÿ˜” why...so... few...direct...flights?","USair"
"@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!","USair"
":( RT @JetBlue: Our fleet's on fleek. http://t.co/ncguZDgDaQ","USair"
"@SouthwestAir Learn how to give folks on multiple flights the same day boarding position at least if you can't give them  boarding passes.","USair"
"@USAirways now what? You Cancelled Flightled my flight again... Are you paying for my hotel?","USair"
"@united $25 United coupon to make up for broken entertainment system on a 9-hour flight, seriously? #Ridiculousness #learncustomerservice","USair"
"@JetBlue thanks for getting us to NYC -JFK really safely. :-) But srsly? How long does it take to get our checked bags? #eternity #5amMisery","USair"
"@united I am furious.  You're firm is a disgrace. Despite all our efforts you did zero to protect our daughter. All alone at night # United","USair"
"@JetBlue flight for tomorrow morning Cancelled Flighted &amp; can't seem to rebook me. They can't even get me a seat. No clear answer on why Cancelled Flighted.","USair"
"@SouthwestAir now flying non stop CMH-OAK has me daydreaming about a trip to the bay...especially in this weather. #OhioProbz","USair"
"@united how do you stay in business with such poor service? #poorservice #notgoodenough http://t.co/VO61LME5ja","USair"
"@SouthwestAir What can we do to bring you back to Jackson, MS?! We miss you terribly around here. These other airlines are horrible!!","USair"
"@AmericanAir employees are racist!!!!!","USair"
"@SouthwestAir your agents were the ones who were rude and unhelpful and prompted my initial tweet. This is so easy to fix.","USair"
"@united I normally ask people to put on headphones...but not toddlers. Maybe planes should have a ""kid"" section (near the back) ;)","USair"
"@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement","USair"
"@JetBlue Well, I try! See you soon!! @JayVig","USair"
"@AmericanAir Your logo looks like 3D glasses.","USair"
"@JetBlue @EllaHenderson Ah! Wish I was there! Good luck!","USair"
"@USAirways is the worst airline to ever travel with.","USair"
"@AmericanAir also the problem is not calling us at all. Other airlines send an automatic call and email, and they rebook as a courtesy.","USair"
"@JetBlue is that one on the picture http://t.co/lxwbsfxfj0","USair"
"@USAirways US 728 Wait, now a gate opened. Back we go. (Good, maybe we can get off.)","USair"
"@SouthwestAir i forgot to put my tsa pre number in before I checked in. It is now in my profile but will it be on my boarding pass in the am","USair"
"@united. Is it reasonable to wait 45 mins for the bag you made me check because the flight staff couldn't police the overhead bins?","USair"
"@JetBlue Same exact flight too. Love JetBlue. Really want to fly with ya'll. But that's a little pricey for basic (not Mint). BOS to SFO.","USair"
"@JetBlue Safety might be your priority but organization clearly is not.","USair"
"@united cleaning a regional jet takes an hour?","USair"
".@AmericanAir Alright prove it: (1/3) 3 days ago, I sat on a plane at JFK for 3 hrs, deplaned for 3 more, and when I re-boarded...","USair"
"@SouthwestAir thank you!","USair"
"@AmericanAir I have the app - after my nonsense flight Cancelled Flightation yesterday I wasn't able to use the app or kiosk today. Hour long line.","USair"
"@united @UnitedFlyerHD @United_Airline N26902 Dreamliner leaves London Heathrow. @B787fans http://t.co/aI0Yzwt8Za","USair"
"@SouthwestAir open seating is like an open marriage, there's so much love for strangers!","USair"
"@united S/O to @Delta for coming in clutch and finally taking me home _Ÿ™Œ_Ÿ™Œ","USair"
"â€œ@JetBlue: @dlewis2412 Sorry! Please ask Inflght if there is an open seat you can move to.â€ù Will do!","USair"
"@AmericanAir even with calls you haven't been able to help us anyway. #nevergettinghome","USair"
"@USAirways awesome! And yes, @UpInAirClaire is!","USair"
"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.","USair"
"@AmericanAir just went to check into flight 24 hr advance, again husband and I are seated separately for 6hr flight! why does this happen??","USair"
"@JetBlue tried calling multiple times, i just wait and when it finally connects i get hung up on","USair"
"@USAirways ~45 minutes means no public transit home and an expensive cab. Promises doesn't make up for it","USair"
"@JetBlue flying w/ infant for the 1st time, can I bring a canister of powder formula for a carry on and/or use my plastic formula divider?","USair"
"@AmericanAir The point of the pic: If your reps struggle with the merger this much, imagine how it is for the public! http://t.co/hQdB5IRuVg","USair"
"@AmericanAir thanks  you always be my airline of choice when possible","USair"
"@united @gg8929 I'm sorry United isn't able to keep its word 'cuz their IT is totally inadequate but they still says it's a customer fault!","USair"
"@united thanks for the link, now finally arrived in Brussels, 9 h after schedule...","USair"
"@VirginAmerica Never had a bad experience before, but this one took the cake. Now extortion for carry on items as well?","USair"
"@SouthwestAir yes please!","USair"
"@AmericanAir Flight Cancelled Flightled, can't go home until tomorrow. I could use dinner and a play, @AmericanAir! It's my first time in NYC.","USair"
"@AmericanAir Miami-PhL flight Cancelled Flightled just as I got to the gate. No one from AA around, no one on the phone. Awful awful awful.","USair"
"@united We've let you know how to help the millions of customers you've treated like garbage. It's no coincidence ur ranked WORST airline.","USair"
"@AmericanAir especially during a death in the family and still no solution. 96 hours and counting...Thanks","USair"
"@SouthwestAir I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly","USair"
"@AmericanAir gotta love those skycaps, solving problems faster than anyone else in the terminal. And they did it with a smile on their face","USair"
"@AmericanAir extremely upset that your baggage handlers decide to go in my luggage and take my belongings","USair"
"@united Thanks but why did this occur? You guys had 3 hours extra to get my bag on due to your delay. So that's 7 hours you had. #fail!","USair"
"@united it should be free like other airlines! Again, itâ€™s not 1997 anymore.","USair"
"@USAirways Eyyyy! Cancelled Flightlations, Flight Booking Problemss, reFlight Booking Problemss, but y'all got me on the same flight out tonight (not tomorrow) &amp; the FC upgrade. Thx!","USair"
"@JetBlue Felt a bit like they were adding insult to injury, since we'll be in terminal 5 for seven hours until the next flight :/","USair"
"@USAirways your customer service is a joke. First a mechanical Cancelled Flightation, now weather. On hold since 5:30 am. No humans. Pls call me!","USair"
"@JetBlue Kudos to JetBlue social media team for jumping in an helping me out during the last snow storm while web site was down..Thanks!!","USair"
"@SouthwestAir it took ages for one snapchat story to load. one. ONE. I will demolish you","USair"
"@united Your staff, both on deck and in the cabin on UA768 SFO -&gt; BOS were exceptional today. Please tell them well done :)","USair"
"@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6","USair"
"@VirginAmerica why is flight 345 redirected?","USair"
"@USAirways @AmericanAir Not providing pilots for your flights: is this a new feature of your merger? #efficencies","USair"
"@united it's 430am and wife still doesn't have her luggage which was promised by 8pm and said to be on its way File number: DCA48810M #Fail","USair"
"@united I hope you have a solution or insurance to cover this issue","USair"
"@JetBlue I can probably find some of them. Are the ticket #s on there?","USair"
"@JetBlue offers free flights for ""Fly it Forward"" campaign http://t.co/Yh1KZkYZrR http://t.co/wmO6tKqhXp via @usatodaytravel #travel #cause","USair"
"@USAirways 5 hours on the phone waiting for a call back to find my luggage #shameonyou","USair"
"@United Brothers baggage was lost on route to 2015 Panamerican Cross Country Cup Championship in Columbia. His race is Sunday. Please help.","USair"
"@SouthwestAir @saianel You could have just said ""We don't know""","USair"
"@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.","USair"
"@JetBlue Thanks!","USair"
"@AmericanAir I've been calling your 1800 # all morning to change my name for an upcoming trip but am not able to get through. Please advise!","USair"
"â€œ@SouthwestAir: Congrats to these fans who are seeing #DestinationDragons in L.A.! SLC, you're next! http://t.co/YcCITaeP3Sâ€ù Thanks again SW","USair"
"@AmericanAir ...why would you sell seats for a 7 hour flight with half of the legroom occupied by an escape raft? http://t.co/DTHEyOFXrB","USair"
"@united more and more delays! No CS help at all! No notifications!","USair"
"@USAirways US 728 pilot started the flight by announcing arrival into Gatwick, not Heathrow. Moments of concern for all aboard.","USair"
"@united how much does a ski bag cost to check?  Bag contains 1 pair is skis and one pair of poles","USair"
"â€œ@USAirways: @TMadCLE We don't like to hear this. We're sorry that it's taking so long to get through.â€ù Stop sending generic responses","USair"
"@AmericanAir flight 3056 DFW still has all passengers sitting on the plane waiting for luggage to be loaded - still waiting","USair"
"@AmericanAir would have been had I seen this before 1130pm EST, when I was sound asleep.","USair"
"@USAirways doesn't want me to get home","USair"
"@AmericanAir now we are waiting on nitrogen for the struts and the airport nozzle is not calibrated so they are trying to find another???","USair"
